Title,URL,Price,Location,Image,Offer type,Rooms,Area,Price per m²
Na Sprzedaż Duży Dom W Warszawie-Wesołej,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/na-sprzedaz-duzy-dom-w-warszawie-wesolej-ID4tmc0,4 570 000 zł,"ul. Sportowa, Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxkNmhtODcyNmlzNC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.-3Wb8eUcqHP5wbsRDJ27HFEKMgjaIV6oHBWjaxPpxBQ/image;s=655x491;q=80,"Topowi Agenci
Biuro nieruchomości",8 pokoi,740 m²,6176 zł/m²
Elegancki Dom Segment Na Białołęce Do Sprzedania,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/elegancki-dom-segment-na-bialolece-do-sprzedania-ID4tlXw,1 880 000 zł,"Henryków, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjV4MmplN3N1dDgxZTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.O3Pfj3IS745X8nDcjkUmykEHwrUZNrYN-gz07a0qWyc/image;s=655x491;q=80,"EMMERSON
Biuro nieruchomości",5 pokoi,120 m²,15 667 zł/m²
Połowa Bliźniaka Na Sprzedaż Mokotów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/polowa-blizniaka-na-sprzedaz-mokotow-ID4rq0a,2 500 000 zł,"ul. Rolna, Służew, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNjZW9sNTJvemk0MzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.HhFg8_d_3_C0yyCOcfZVKor1RtrUndxccnTSXwKhTbU/image;s=655x491;q=80,"WESTATE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Biuro nieruchomości",4 pokoje,138.87 m²,18 002 zł/m²
Gotowy w Świetnej Lokalizacji ✨ Idealny dla Ciebie,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/gotowy-w-swietnej-lokalizacji-idealny-dla-ciebie-ID4tln8,2 790 000 zł,"Gocławek, Praga-Południe, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBhNWZoOW95b3pmZzEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.E_XZDxSpYlzQGJSWtm-D6y5mxhXDvwXjApoR1YAnZG0/image;s=655x491;q=80,"MAXON Nieruchomości
Biuro nieruchomości",4 pokoje,200 m²,13 950 zł/m²
"Rod. Nowy dom całoroczny na dużej, pięknej działce",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/rod-nowy-dom-caloroczny-na-duzej-pieknej-dzialce-ID4tjWP,210 000 zł,"Okęcie, Włochy, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNndGo4cW5iZnlydjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.mL5QtMgY8s0CdGzYoduYic69CLgghK9hlQ6i8-pTprU/image;s=655x491;q=80,"Concierge House
Biuro nieruchomości",3 pokoje,42 m²,5000 zł/m²
Radość Dom 2-lokalowy do remontu. dzi. 2000 m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/radosc-dom-2-lokalowy-do-remontu-dzi-2000-m2-ID4rkOL,2 300 000 zł,"Radość, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InkxMjdnOHBwa202ODItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.nBaUV30gKniTGjz6XAfJV48PqQJPthM7tKkwzqZ1-lI/image;s=655x491;q=80,"ELANDOM nieruchomości
Biuro nieruchomości",8 pokoi,220 m²,10 455 zł/m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/mokotow-zadbany-segment-na-cichej-ulicy-0-prowizji-ID4s8Wy,,,,,N/A,N/A,N/A
"Dom, 233,60 m², Warszawa",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-233-60-m-warszawa-ID4tekN,1 490 000 zł,"ul. Jerzego Kukuczki, Szamocin, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVsa2sxdWFsNDNwOC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.QmyH8qVCL7ZUNOn7S50SFChccyQ7pGSF3ImOLJrqmqw/image;s=655x491;q=80,"Metrohouse Franchise S.A.
Biuro nieruchomości",6 pokoi,233.6 m²,6378 zł/m²
Z Możliwością Podziału Lub Pod Działalność ! Las,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/z-mozliwoscia-podzialu-lub-pod-dzialalnosc-las-ID4tdyA,2 250 000 zł,"Łomianki, Łomianki, warszawski zachodni, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImlyeDcyNGoxOHZvNy1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.YpylRJ-QN1Ktm8iDToG5SNNoFrF8oLBcZdWqm_Nds9o/image;s=655x491;q=80,"MDP Partners
Biuro nieruchomości",10+ pokoi,600 m²,3750 zł/m²
Kameralne domy na zielonym Ursynowie,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/kameralne-domy-na-zielonym-ursynowie-ID4tcXl,2 100 000 zł,"ul. Jeziorki, Jeziorki Północne, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNoMGtrb3RibjNuMjItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.shZUI1n1ysvpV1kpV6GV4w0BPCFg5R3FaaGJwNKCwTU/image;s=655x491;q=80,"Dom Inwestycji PL
Biuro nieruchomości",6 pokoi,254 m²,8268 zł/m²
Wyjątkowy Bliźniak W Super Lokalizacji!,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wyjatkowy-blizniak-w-super-lokalizacji-ID4tcPw,1 670 000 zł,"ul. Izbicka, Radość, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBwdGx0OWZ2bGh5ei1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.mwbVCthaaBPzyakjk9sfZLl9VVqfPfFdjqwiNw91aB4/image;s=655x491;q=80,"MTARGET Sp. z o.o.
Biuro nieruchomości",4 pokoje,170 m²,9824 zł/m²
"Dom 280m2, Białołęka, ul. Ostródzka (Rezerwacja)",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-280m2-bialoleka-ul-ostrodzka-rezerwacja-ID4qj03,2 356 000 zł,"ul. Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijhhem13ZXo0OXZidzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.4by0sZa92qBhqJ8XRtVRUXZCWjryyBq0IdjEPDp3ahs/image;s=655x491;q=80,"Modern Town
Biuro nieruchomości",7 pokoi,220 m²,10 709 zł/m²
Rodzinny dom na Włochach z możliwością rozbudowy.,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/rodzinny-dom-na-wlochach-z-mozliwoscia-rozbudowy-ID4rWK6,3 200 000 zł,"ul. Kleszczowa, Stare Włochy, Włochy, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im91YTN0bGZudXY4YzEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.I9DkGExkPdWnvGi8O_BQQpDHdRVH2zOYqpDR3RMKY8U/image;s=655x491;q=80,"NieruchomosciSzybko.pl
Biuro nieruchomości",9 pokoi,358.6 m²,8924 zł/m²
"Poprawna, Wawer, Osiedle Las,",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/poprawna-wawer-osiedle-las-ID4tbNz,1 050 000 zł,"Las, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjA2dzZ5cWNuZ2h6dS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.6hwzP5VMmp1zgGUsfsyLBNZb4pJ8qCKRnPaOWe5cs7U/image;s=655x491;q=80,"Nieruchomości24
Biuro nieruchomości",3 pokoje,120 m²,8750 zł/m²
Piękny Dom Z Nutką Orientu,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/piekny-dom-z-nutka-orientu-ID4tbNy,2 495 000 zł,"Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNiMWtkdTRvcjB3cDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.YmmpHNfxDwQGp9G7LHKXJvFweniHm_s7IdAsBtWbG8s/image;s=655x491;q=80,"Nieruchomości24
Biuro nieruchomości",6 pokoi,400 m²,6238 zł/m²
Dom W Międzylesiu,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-w-miedzylesiu-ID4tbNe,1 350 000 zł,"Nadwiśle, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImU1cWw3cnJiM2c0aDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.uxdKpcd7_mFzALjgevT2V5piGcvRzBwG8JLE77F2kpY/image;s=655x491;q=80,"Nieruchomości24
Biuro nieruchomości",5 pokoi,356 m²,3792 zł/m²
Segment skrajny do wprowadzenia,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/segment-skrajny-do-wprowadzenia-ID4qTkY,1 580 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1iZGdnZ3EzcGMzczItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.UGJv7-ciNrwjsUth9GI_6L8m4u32Dbw09T_VLPUskp8/image;s=655x491;q=80,"Stołeczne Centrum Nieruchomości
Biuro nieruchomości",4 pokoje,108 m²,14 630 zł/m²
Dom W Zabudowie Bliźniaczej Na Sadybie,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-w-zabudowie-blizniaczej-na-sadybie-ID4kHL0,2 650 000 zł,"Sadyba, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjM2d3N1eGdldW5lNC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.KDkH-ivS6rllJ_Ee9tg0QwJS4QZHjHMv0M74BjbNTqs/image;s=655x491;q=80,"Avenue Estate Sp. z o.o.
Biuro nieruchomości",4 pokoje,206 m²,12 864 zł/m²
Zaciszny dom z basenem,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/zaciszny-dom-z-basenem-ID4t7hT,3 950 000 zł,"Zacisze, Targówek, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNjNTczNGwwMDNyMDMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.-S2yDOXKqpqjPc1K1Kj0IFJ9ZQkc-gYYU2dbu3Be5Ok/image;s=655x491;q=80,"PINIAHA Nieruchomości Sp. z o.o.
Biuro nieruchomości",9 pokoi,375 m²,10 533 zł/m²
Wolnostojący Dom Warszawa Wawer,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wolnostojacy-dom-warszawa-wawer-ID4t7eO,830 000 zł,"Marysin Wawerski, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImgwcG85a2M0YzVlMjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.LPABy7C6Nso3tUUj8ooIUtT7P2yF-yBDIYP_XR8CM6g/image;s=655x491;q=80,"Bracia Strzelczyk Nieruchomości
Biuro nieruchomości",2 pokoje,50 m²,16 600 zł/m²
"Dom (Segment) 114 M2 | Wawer, Warszawa",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-segment-114-m2-wawer-warszawa-ID4t6ta,1 460 000 zł,"ul. Bronowska, Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhhdGN0bmswcWUwZzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.HHDJ7JuAWUUjyr33NMRWNAmy-nuOkhvzKsuPqvnmarc/image;s=655x491;q=80,"THE Capital
Biuro nieruchomości",4 pokoje,114.98 m²,12 698 zł/m²
"Jeziorowa, Cena Do Negocjacji!",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/jeziorowa-cena-do-negocjacji-ID4t63v,2 290 000 zł,"ul. Jeziorowa, Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Img1YTQwZDM4dDJuZTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.hD-KVT_SFm92Y4NDhE8D4NW2HhsCIsEi_gzh_ajVwJU/image;s=655x491;q=80,"EMMERSON
Biuro nieruchomości",5 pokoi,144 m²,15 903 zł/m²
Dom z pięknym ogrodem! Dobra Lokalizacja,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-z-pieknym-ogrodem-dobra-lokalizacja-ID4sJRQ,3 450 000 zł,"ul. II Armii Wojska Polskiego, Czechowice, Ursus, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZ0eDgyZnYwbG82NzMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.TngC_NXW0-yVYKN2RMA6ba1yRla2cHWWY6FbyjaOEI8/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",5 pokoi,440 m²,7841 zł/m²
"Rezydencja z pięknym ogrodem, 8 pokoi, 5 łazienek",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/rezydencja-z-pieknym-ogrodem-8-pokoi-5-lazienek-ID4rfxO,4 250 000 zł,"ul. Rosy, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjgyaWh0aWFocXRwcTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.6DFNPu4-WUmAI7dRXxom50vWMEWVndBJjFFWVLj7JJo/image;s=655x491;q=80,"Vilea Property Boutique
Biuro nieruchomości",8 pokoi,580 m²,7328 zł/m²
Stylowa posiadłość z ogrodem i stawem,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/stylowa-posiadlosc-z-ogrodem-i-stawem-ID4t4fG,2 800 000 zł,"Las Kabacki, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9vY2ZmNGJidTFmcTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.k14azDV7BCwfJwYZD_8Ox2Y7XAdFV07PBLtd94-qCF4/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",7 pokoi,250 m²,11 200 zł/m²
Inwestycja / dwa segmenty / Henryków / 900m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/inwestycja-dwa-segmenty-henrykow-900m2-ID4t3Nj,3 595 000 zł,"ul. Kazimierza Pułaskiego, Henryków, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBvN2Rrc3J4ZjdjYzEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.AOjrcY_b1DuUe7Hmn-UVwkt2m076YvdFRTlKdv-wlMM/image;s=655x491;q=80,"Warsaw Center of Properties
Biuro nieruchomości",9 pokoi,880 m²,4085 zł/m²
Stara Miłosna/domy/5 pokoi/taras/widok na las,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/stara-milosna-domy-5-pokoi-taras-widok-na-las-ID4t1Ye,1 888 000 zł,"ul. Szkolna, Stara Miłosna, Wesoła, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdjMWtpdmEzdGNvZzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.nTE13FyiGkuadxN6yFpvdCDT1rfmRVuBPdJbXiiWX9c/image;s=655x491;q=80,"Freedom
Biuro nieruchomości",5 pokoi,217.3 m²,8688 zł/m²
Wygodny rodzinny dom,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wygodny-rodzinny-dom-ID4rEm5,2 300 000 zł,"ul. Rumiana, Wilanów Niski, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVjMm5jeHhuMHpzYi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ._VxzY8OJ84NrACXql0GiUn9BxX4tj3rguKzQ9LKXIHc/image;s=655x491;q=80,"Nasz Wilanów Nieruchomości
Biuro nieruchomości",6 pokoi,260 m²,8846 zł/m²
Dom Wolnostojący 240M Dz.560M Ok. Ul Samarytanki,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-wolnostojacy-240m-dz-560m-ok-ul-samarytanki-ID4sY2w,1 850 000 zł,"Zacisze, Targówek, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNsbmhibTk3c3Bxci1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.t7E4ELeNN6NHGq1BjLKtMvK9ogoH5jRUMRxNEjU99dA/image;s=655x491;q=80,"Art-Dom Grażyna Kozłowska
Biuro nieruchomości",6 pokoi,240 m²,7708 zł/m²
⚡Dom W Stanie Deweloperskim ⚡ 0% Pcc ⚡,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-w-stanie-deweloperskim-0-pcc-ID4sXCj,1 199 000 zł,"ul. Owoców Leśnych, Brzeziny, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InU4eWF2ZWs2Y2EwNTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.qKY6AZlxcR80G8Xko9PVRHzffbAmBAYdJT2qaBCsLOk/image;s=655x491;q=80,"Glass Spider nieruchomości
Biuro nieruchomości",4 pokoje,104.7 m²,11 452 zł/m²
"Nowoczesny bliźniak 191,28 m2 | Wilanów",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-blizniak-191-28-m2-wilanow-ID4sqYJ,2 350 000 zł,"ul. Przestronna, Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjI2aDdhemJxc2t0ZDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.XrZaEiUWMl5x9YDGyxcyWrMT5Ugy0AAwyTOnYdejHGs/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",5 pokoi,191.28 m²,12 286 zł/m²
Wyjątkowy Dom w prestiżowej części Wilanowa,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wyjatkowy-dom-w-prestizowej-czesci-wilanowa-ID4gE8b,5 800 000 zł,"Wilanów Niski, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFqbGUwazR4ams1YzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0._RH5FOsqGliXJIWcbhXVnc2ijeKFXjyNNDaOlWs7BeI/image;s=655x491;q=80,"Vilea Property Boutique
Biuro nieruchomości",7 pokoi,464.97 m²,12 474 zł/m²
Dom o wyjątkowym uroku lat 60'tych 0%,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-o-wyjatkowym-uroku-lat-60tych-0-ID4rdBT,1 550 000 zł,"Marysin Wawerski, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVudXpvaXBkZDNhNjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.4QrOyXcrUZsvcw0BR4SQW0TxFJoVQH_qYIkDDfo4oYc/image;s=655x491;q=80,"Anna Głębicka Nieruchomości Radość
Biuro nieruchomości",5 pokoi,200 m²,7750 zł/m²
Kamienica - Dobra Inwestycja - Dowiedz Się Więcej,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/kamienica-dobra-inwestycja-dowiedz-sie-wiecej-ID4sWZD,10 500 000 €,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFmdDNyODQ3azN3My1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.2pXbh1nYGxdb6O06Ijj8RucBo86A3QtQJgPtZy7kJNM/image;s=655x491;q=80,"Joy Properties
Biuro nieruchomości",10+ pokoi,1888 m²,"5561,44 €/m²"
Stały Długoterminowy Dochód Z Najmu,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/staly-dlugoterminowy-dochod-z-najmu-ID4qzYO,5 500 000 zł,"Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InV6OG40Z3dtejJudDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ICvwNgnVoXYwbqLwk8VaxfQ8E2Eu2zw2uMbv3jA-8lc/image;s=655x491;q=80,"BLS Nieruchomości
Biuro nieruchomości",10+ pokoi,360 m²,15 278 zł/m²
"Mokotów / Wilanów: cisza, z garażem 0% PROWIZJI",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/mokotow-wilanow-cisza-z-garazem-0-prowizji-ID4sUMO,2 497 000 zł,"ul. Cypryjska, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRrODJ4b3BtMjV5NzEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.MC5VXSJewQKeETGkwhFGRc7DM8QFy-JQUTMS0NNzXEQ/image;s=655x491;q=80,"EKSPERCI.pro
Biuro nieruchomości",6 pokoi,297 m²,8407 zł/m²
"Mokotów / Ursynów: cichy, z garażem 0% PROWIZJI",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/mokotow-ursynow-cichy-z-garazem-0-prowizji-ID4sUMe,2 497 000 zł,"ul. Cypryjska, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImQxOWFjanZtYTEycDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Rz7JKxMn4Bjn5VovKP84Z_ObFt-J6mh4NLSLWGrf-Mg/image;s=655x491;q=80,"EKSPERCI.pro
Biuro nieruchomości",6 pokoi,297 m²,8407 zł/m²
Józefów-ul. Nadwiślańska-dom 300m2-działka 3200m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/jozefow-ul-nadwislanska-dom-300m2-dzialka-3200m2-ID4sUMd,650 000 zł,"ul. Nadwiślańska, Józefów, otwocki, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ind5ejgyamMzYjd3Zi1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.5lobVEXx_vbWvNOVWxwpHrBU6yVosbAYONdtBiDDXjA/image;s=655x491;q=80,"Imperium Nieruchomości
Biuro nieruchomości",6 pokoi,300 m²,2167 zł/m²
