Title,URL,Location,Total Price,Area,Price per m²,Property Type,Rooms,Plot Area,Description,Image
"Dom z garażem, ul. Techniczna","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25661516.html",Aleksandrów Warszawa,4 390 000 zł,280 m²,"15 678,57 zł/m²",dom wolnostojący,4,1 700 m²,"Zapraszamy do odkrycia unikatowej rezydencji. Ten wyjątkowy dom, sim w stylu skandynawskim, to synonim wyrafinowanego designu i komfortu, otoczony zielenią na przestronnej działce...",https://i.st-nieruchomosci-online.pl/8k456cc/dom-warszawa.jpg
"Dom z garażem, ul. Strumykowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25374348.html",Białołęka Warszawa,1 690 000 zł,"136,72 m²","12 361,03 zł/m²",dom szeregowy,4,213 m²,"Główne Atuty Domu : 136,72 m powierzchni całkowitej Niskie koszty utrzymania jedna z wazniejszych zalet segmentu ok 200 m zielonego ogrodu idealne miejsce na relaks i prywatność 4...",https://i.st-nieruchomosci-online.pl/8hz9pbc/dom-warszawa.jpg
"Dom z garażem, ul. Paprotki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25616476.html",Zawady Warszawa,3 200 000 zł,240 m²,"13 333,33 zł/m²",dom szeregowy,7,206 m²,": krótko: środkowy segment zlokalizowany w zacisznym miejscu, a jednocześnie tuż obok bogatej infrastruktury Miasteczka Wilanów, 7 pokoi, 240 m2 (160 m2 - wraz z garażem + poddasze...",https://i.st-nieruchomosci-online.pl/8k3w4zc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25459042.html",Rembertów Warszawa,1 999 000 zł,240 m²,"8 329,17 zł/m²",dom wolnostojący,6,1 343 m²,"Na sprzedaż: dom z dużą działką w sercu Rembertowa Z przyjemnością przedstawiamy dom o powierzchni 240 m , położony na przestronnej działce 1343 m , w cichej...",https://i.st-nieruchomosci-online.pl/8ktmv6c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25055414.html",Wilanów Warszawa,5 350 000 zł,"283,50 m²","18 871,25 zł/m²",bliźniak,5,1 713 m²,"Luksusowy i absolutnie unikatowy dom w zabudowie bliźniaczej w stanie deweloperskim na pięknie położonej działce o powierzchni 1712,61 m2 w atrakcyjnej części Wilanowa. Dom...",https://i.st-nieruchomosci-online.pl/8y9fhsc/dom-warszawa-sprzedaz.jpg
"Dom z tarasem, ul. Wał Zawadowski","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25406024.html",Wilanów Warszawa,2 390 000 zł,315 m²,"7 587,30 zł/m²",bliźniak,6,522 m²,"Ostatnia szansa na zakup domu W tak dobrej cenie ! od 25/02 będzie obowiązywać nowa cena 2.390.000,00 PLN Proponujemy Państwu doskonałą inwestycję w Wilanowie przy Wale Zawadowskim. Osiedle...",https://i.st-nieruchomosci-online.pl/8f1rsxc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25318608.html",Ursynów Warszawa,4 500 000 zł,"267,25 m²","16 838,17 zł/m²",bliźniak,5,400 m²,Przedstawiamy Państwu unikatową inwestycję dwóch domów jednorodzinnych typu bliźniak. Ten ekskluzywny i unikatowy dom o powierzchni 270 metrów kwadratowych (budynek B) położony...,https://i.st-nieruchomosci-online.pl/8fq7c3c/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25611053.html",Wola Warszawa,3 000 000 zł,"300,55 m²",9 982 zł/m²,część domu,8,178 m²,"Szanowni państwo, serdecznie zapraszam do zapoznania się z ofertą domu w zabudowie szeregowej Na sprzedaż dom w zabudowie szeregowej, doskonały jako inwestycja, usytuowany na działce...",https://i.st-nieruchomosci-online.pl/8h7xwkc/dom-warszawa.jpg
"Dom z garażem, ul. Zakamarek","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/23997447.html",Powsin Warszawa,2 990 000 zł,"145,90 m²","20 493,49 zł/m²",dom wolnostojący,6,1 200 m²,"Avenue Estate prezentuje dom wolnostojący w Wilanowie - Powsin z urokliwą, dużą działką. Atuty - Prestiżowa i kameralna lokalizacja - Okolica sprzyjająca aktywnemu wypoczynkowi -...",https://i.st-nieruchomosci-online.pl/h14qb2c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25433146.html",Bielany Warszawa,5 900 000 zł,432 m²,"13 657,41 zł/m²",bliźniak,5,629 m²,"Wyjątkowa okazja nabycia domu w pożądanej lokalizacji warszawskich Bielan. Mało jest podobnych ofert, które mogłyby zadowolić zarówno osobę prywatną, inwestora, firmę. Nieruchomość bowiem ma...",https://i.st-nieruchomosci-online.pl/8gfrvgc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25171192.html",Zawady Warszawa,2 599 000 zł,229 m²,"11 349,34 zł/m²",bliźniak,6,600 m²,"DO sprzedaży domy dwulokalowe typu bliźniak W stylu klasycznym-angielskim, stan deweloperski, do własnej aranżacji I wykończenia cena domu promocyjnego 2.599.000 zł ! CENA REGULARNA 2.890.000...",https://i.st-nieruchomosci-online.pl/8swm39c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25426065.html",Ursynów Warszawa,1 700 000 zł,"178,55 m²",9 521 zł/m²,dom szeregowy,6,446 m²,*** 0% prowiziji od kupującego *** ** Brak podatku 2% pcc ** Mam przyjemność zaoferować Państwu przestronny nowoczesny dom 3 - kondygnacyjny z 6 pokojami oraz ogrodem. Nowoczesne osiedle willi...,https://i.st-nieruchomosci-online.pl/8gs78bc/dom-warszawa-sprzedaz.jpg
"Dom z garażem, ul. Retmańska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,wysoki-standard/25573046.html",Wawer Warszawa,1 800 000 zł,"148,10 m²","12 153,95 zł/m²",dom wolnostojący,5,353 m²,"Na sprzedaż dom wolnostojący wybudowany w 2005 roku, o powierzchni użytkowej 148,1m2, na działce wielkości 353m2 na cichym, ogrodzonym osiedlu w Falenicy (wawer) przy ul. Retmańskiej....",https://i.st-nieruchomosci-online.pl/88g576c/dom-warszawa.jpg
"Dom z garażem, ul. Tukana","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,przy-lesie/24840127.html",Ursynów Warszawa,1 499 000 zł,111 m²,"13 504,50 zł/m²",dom wolnostojący,3,744 m²,"Z przyjemnością prezentujemy Państwu ofertę sprzedaży domu położonego w zielonej, spokojnej okolicy Ursynowa, w pobliżu Lasu Kabackiego. Informacje ogólne: powierzchnia zabudowy domu: ok....",https://i.st-nieruchomosci-online.pl/832ggzc/dom-warszawa.jpg
"Dom, ul. Makowska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25523021.html",Praga-Południe Warszawa,5 390 000 zł,875 m²,6 160 zł/m²,-,-,503 m²,Budynek mieszkalno-biurowy I Duże możliwości zmian funkcji budynku ! Solidna jakość budynku I Wnętrza do wykończenia I Wolnostojący Budynek w bezpośrednim otoczeniu innych domów...,https://i.st-nieruchomosci-online.pl/8hcq5gc/dom-warszawa.jpg
"Dom z garażem, ul. Wyczółki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25570699.html",Wyczółki Warszawa,3 790 000 zł,391 m²,"9 693,09 zł/m²",część domu,9,524 m²,Dom szeregowy z przepięknym ogrodem przy torze Wyścigów Konnych na Służewcu. Dom szeregowy skrajny z podpiwniczeniem usytuowany na pięknie zagospodarowanej i ogrodzonej działce...,https://i.st-nieruchomosci-online.pl/88f6h6c/dom-warszawa.jpg
"Dom z tarasem, ul. Bieniewicka","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/24833290.html",Warszawa mazowieckie,1 599 000 zł,"429,09 m²","3 726,49 zł/m²",dom wolnostojący,8,1 000 m²,"Na stronie domowej biura można znaleźć więcej zdjęć prezentowanej nieruchomości (alelokale.com). Zachęcamy do zapoznania się z ofertą przepięknego domu, idealnego dla dużej rodziny,...",https://i.st-nieruchomosci-online.pl/83pwq4c/dom-warszawa.jpg
"Dom wolnostojący, ul. Ulanowska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/21202184.html",Anin Warszawa,3 250 000 zł,450 m²,"7 222,22 zł/m²",dom wolnostojący,8,979 m²,******************************** luksusowy dom W zielonym aninie ! ***************************** Prezentuję Państwu piękną rezydencję o pow. 450m2 wybudowaną w 1999 roku zlokalizowaną...,https://i.st-nieruchomosci-online.pl/8yx6ckc/dom-warszawa-sprzedaz.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25620380.html",Mokotów Warszawa,3 100 000 zł,"173,80 m²","17 836,59 zł/m²",dom szeregowy,5,155 m²,"Klimatyczny, komfortowy segment z prywatnym ogrodem na Saskiej Kępie. Gwarancja miejsc parkingowych obok! Bezczynszowy! Po gruntowym, pełnym, udokumentowanym remoncie. Znakomite, wartościowe...",https://i.st-nieruchomosci-online.pl/8h5x5fc/dom-z-parkingiem.jpg
"Dom wolnostojący, ul. Nieduża","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25166065.html",Okęcie Warszawa,2 350 000 zł,300 m²,"7 833,33 zł/m²",dom wolnostojący,12,691 m²,Zapraszam do zapoznania się z ofertą nieruchomości na sprzedaż na warszawskim Okęciu. Nieruchomość to kompleks 2 budynków (pow. 300m2) na działce 691 m2. Aktualnie w całości...,https://i.st-nieruchomosci-online.pl/8s98pcc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25603542.html",Bielany Warszawa,1 650 000 zł,"351,10 m²","4 699,52 zł/m²",bliźniak,5,200 m²,"Polecam urokliwy dom, który znajduje się w prestiżowej lokalizacji na Bielanach, przy ulicy Księżycowej, na zamkniętym, strzeżonym osiedlu. To idealna oferta dla rodzin z dziećmi, łącząca...",https://i.st-nieruchomosci-online.pl/8q92tyc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/25550664.html",Tarchomin Warszawa,1 500 000 zł,280 m²,"5 357,14 zł/m²",dom wolnostojący,9,800 m²,"Nieruchomość Z potencjałem inwestycyjnym Oferuję Państwu wyjątkową nieruchomość z dużym potencjałem inwestycyjnym, położoną w Warszawie przy ulicy Anecińskiej na warszawskim...",https://i.st-nieruchomosci-online.pl/889ygrc/dom-warszawa.jpg
Dom z piwnicą Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25592498.html",Targówek Warszawa,1 980 000 zł,"166,09 m²","11 921,25 zł/m²",-,4,150 m²,Kameralne osiedle czterech domów szeregowych na Targówku Twój nowy dom pełen korzyści. Zapraszamy do zapoznania się z naszą nową inwestycją na Targówku - kameralnym osiedlem czterech domów...,https://i.st-nieruchomosci-online.pl/8q7d75c/dom-warszawa.jpg
"Dom bliźniak, ul. Wiślanych Pól","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25611046.html",Wawer Warszawa,1 250 000 zł,"205,84 m²","6 072,68 zł/m²",bliźniak,5,355 m²,"Szanowni państwo, serdecznie zapraszam do zapoznania się z ofertą bliźniaka na Warszawskim Wawrze Wawer jest jedną z najbardziej zielonych dzielnic Warszawy. W Falenicy znajduje się wiele...",https://i.st-nieruchomosci-online.pl/8861rxc/dom-warszawa.jpg
"Dom z tarasem, ul. Sarabandy","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25343119.html",Warszawa mazowieckie,1 499 000 zł,150 m²,"9 993,33 zł/m²",dom szeregowy,6,120 m²,"Na sprzedaż oferujemy przestronne, dwupoziomowe mieszkanie bezczynszowe o łącznej powierzchni 150 m , zlokalizowane w malowniczej i spokojnej części warszawskiego Ursynowa na Zielonym...",https://i.st-nieruchomosci-online.pl/8g9z93c/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24799405.html",Powsinek Warszawa,5 290 000 zł,330 m²,"16 030,30 zł/m²",dom wolnostojący,7,2 078 m²,"Opis nieruchomości: przedstawiamy Państwu spektakularną i praktycznie niespotykaną jak na Polskie warunki Willę zlokalizowaną na zamkniętym osiedlu na Wilanowie, tylko 500 metrów od renomowanej...",https://i.st-nieruchomosci-online.pl/8ybrmgc/dom-warszawa.jpg
"Dom z garażem, ul. Bruzdowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25578372.html",Zawady Warszawa,4 200 000 zł,300 m²,14 000 zł/m²,dom wolnostojący,6,1 200 m²,": krótko: wilanów, zawady, nowy dom na sprzedaż - 300m2, 6 pokoi, 4 sypialnie, poddasze do własnej aranżacji, działka 1200m2. Wysoki standard wykończenia : Dla kogo? Dla każdej rodziny, dla aktywnych,...",https://i.st-nieruchomosci-online.pl/88ks42c/dom-warszawa.jpg
"Dom bliźniak, ul. Powsińska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24740528.html",Sadyba Warszawa,8 855 000 zł,960 m²,"9 223,96 zł/m²",bliźniak,10,260 m²,"Mam przyjemność zaprezentować budynek w znakomitej lokalizacji na Sadybie, usytuowany przy głównej arterii a jednocześnie na terenie najbardziej prestiżowej dzielnicy Warszawy...",https://i.st-nieruchomosci-online.pl/h1679tc/dom-warszawa-sprzedaz.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,nad-jeziorem/24797459.html",Warszawa mazowieckie,535 000 zł,126 m²,"4 246,03 zł/m²",dom wolnostojący,-,1 000 m²,"Zapraszamy do zakupu urokliwego domu położonego w okolicy Warszawy. Dom o powierzchni 63 metrów kwadratowych na parterze, z drugim tyle na poddaszu (pomniejszonym o skosy...",https://i.st-nieruchomosci-online.pl/hnzpxkc/dom-tarczyn.jpg
"Dom z garażem, ul. Bekasów","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25212471.html",Ursynów Warszawa,3 750 000 zł,293 m²,"12 798,63 zł/m²",bliźniak,5,423 m²,": krótko: nowoczesny dom 293 m2 z ogrodem w zabudowie bliźniaczej z bezpośrednim widokiem na zieleń za oknami, w cichej i spokojnej okolicy Starego Imielina, 2 minuty od wjazdu na...",https://i.st-nieruchomosci-online.pl/8s76sdc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25587531.html",Stara Miłosna Warszawa,790 000 zł,117 m²,"6 752,14 zł/m²",bliźniak,4,300 m²,Na sprzedaż lokal w stanie deweloperskim 117 m2 na działce o powierzchni 300 m2 położony zaledwie 9 minut drogi samochodem od Starej Miłosnej w spokojnej sielsko-wiejskiej okolicy...,https://i.st-nieruchomosci-online.pl/88xhgnc/dom-warszawa.jpg
"Dom z garażem, ul. Rumiana","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25603949.html",Wilanów Warszawa,3 950 000 zł,"394,70 m²","10 007,60 zł/m²",bliźniak,10,605 m²,"Dom zlokalizowany w jednej z wyjątkowych części Wilanowa przy ul. Rumianej. Urokliwa, cicha uliczka i kameralna zabudowa, zapewniająca komfort mieszkańcom. Dom Posadowiony na narożnej...",https://i.st-nieruchomosci-online.pl/88mpkwc/dom-warszawa.jpg
Dom wolnostojący,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/25278887.html",Białołęka Warszawa,1 199 000 zł,"104,70 m²","11 451,77 zł/m²",dom wolnostojący,4,350 m²,"Wolnostojący dom trzykondygnacyjny z ogrodem 350 mkw. oraz tarasem w dzielnicy Białołęka. Dom wybudowany i już oddany do użytkowania. Została założona Księga Wieczysta, tak więc...",https://i.st-nieruchomosci-online.pl/8fhyd6c/dom-warszawa.jpg
"Dom, ul. Jagiellońska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25490817.html",Praga-Północ Warszawa,727 538 zł,52 m²,14 715 zł/m²,-,2,-,Oferta Idealna dla Młodych Rodzin ale również Atrakcyjna oferta dla Inwestorów poszukujących nieruchomości na Inwestycje/na Wynajem Mieszkanie z funkcjonalnym Rozkładem - 2 pokoje z Balkonem...,https://i.st-nieruchomosci-online.pl/8hy2bwc/dom-warszawa.jpg
"Dom z garażem, ul. Bruzdowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24903141.html",Zawady Warszawa,2 599 000 zł,346 m²,"7 511,56 zł/m²",bliźniak,6,450 m²,"Avenue Estate ma przyjemność zaprezentować Państwu domy na sprzedaż na kameralnym zamkniętym osiedlu 24 ekskluzywnych domów, w ponadczasowym klasycznym angielskim stylu. Wilanów Zawady. Jest to...",https://i.st-nieruchomosci-online.pl/8ym7xgc/dom-z-parkingiem.jpg
Dom Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25016265.html",Białołęka Warszawa,999 000 zł,250 m²,3 996 zł/m²,część domu,5,-,Jesteśmy zewnętrznym biurem sprzedaży Dewelopera. Kupujący zwolniony jest z zapłaty podatku pcc. Oferuję na sprzedaż Dom trzykondygnacyjny z ogrodem (około 125 m2) oraz tarasem (około 10...,https://i.st-nieruchomosci-online.pl/8wpq36c/mieszkanie-warszawa.jpg
"Dom z garażem, ul. Arkuszowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25211621.html",Warszawa mazowieckie,2 239 000 zł,273 m²,"8 201,47 zł/m²",dom wolnostojący,7,1 137 m²,"Na sprzedaż wygodny, wolnostojący dom jednorodzinny w Warszawie przy ulicy Arkuszowej! Uwagę zwraca nietuzinkowa architektura budynku, a przestronne i słoneczne pomieszczenia zapewnią...",https://i.st-nieruchomosci-online.pl/8s785kc/dom-warszawa.jpg
"Dom z garażem, ul. Włóki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24501059.html",Zawady Warszawa,2 783 000 zł,253 m²,11 000 zł/m²,bliźniak,5,745 m²,": krótko: kępa Oborska, na pograniczu z Zawadami | nowoczesna połowa bliźniaka o powierzchni 250 m2 z możliwością powiększenia do 270 m2 | 3 sypialnie + oranżeria na ostatnim piętrze...",https://i.st-nieruchomosci-online.pl/h567xtc/dom-z-parkingiem.jpg
"Dom z garażem, ul. Ikara","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-odswiezenia/25205941.html",Mokotów Warszawa,7 500 000 zł,500 m²,15 000 zł/m²,dom wolnostojący,8,1 034 m²,"Wyjątkowy dom z dużą działką - Warszawa, ul. Ikara 15 (mokotów). Z przyjemnością prezentujemy nieruchomość na sprzedaż położoną w jednej z najbardziej prestiżowych...",https://i.st-nieruchomosci-online.pl/8sbrqcc/dom-wolnostojacy-sprzedaz.jpg
"Dom wolnostojący, ul. Estrady","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/22684387.html",Wólka Węglowa Warszawa,1 800 000 zł,540 m²,"3 333,33 zł/m²",dom wolnostojący,17,1 260 m²,"Część mieszkalna+łącznik dla pracowników i ich pomieszczeń, idealne na firmę, dobre miejsce przy Estrady, gaz + światło, instalacje, woda w plastikach, dach z blachy 2004r, media...",https://i.st-nieruchomosci-online.pl/gpg958c/dom-warszawa.jpg
"Dom wolnostojący, ul. Ulanowska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/23907782.html",Anin Warszawa,3 500 000 zł,592 m²,"5 912,16 zł/m²",dom wolnostojący,7,1 520 m²,"***** A N I N ***** piękny duży dom w prestiżowej lokalizacji - spełni potrzeby najbardziej wymagających. Dom składa się z trzech kondygnacji: parter: salon z kominkiem,...",https://i.st-nieruchomosci-online.pl/hk3317c/dom-warszawa.jpg
"Dom z piwnicą, ul. Kordeckiego","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24311966.html",Praga-Południe Warszawa,1 199 999 zł,600 m²,2 000 zł/m²,kamienica,15,485 m²,Oferujemy do sprzedaży 75% udziałów w prawie własności przedwojennej kamienicy z mieszkaniami na wynajem oraz 75% praw i roszczeń do ustanowienia użytkowania wieczystego działki...,https://i.st-nieruchomosci-online.pl/8qtnyyc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-remontu/25581585.html",Tarchomin Warszawa,2 290 000 zł,300 m²,"7 633,33 zł/m²",dom wolnostojący,4,1 714 m²,Co oferujemy do zakupu? Solidnie zbudowany stojący na perspektywicznej działce dom z garażem w obrębie bryły budynku wraz dwoma budynkami gospodarczymi na Białołęce. Opis działki Działka...,https://i.st-nieruchomosci-online.pl/8q6y2yc/dom-warszawa.jpg
"Dom z garażem, ul. Zbożowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25571840.html",Brzeziny Warszawa,1 750 000 zł,260 m²,6 731 zł/m²,dom wolnostojący,6,1 470 m²,"Zapraszamy do zapoznania się z wyjątkową ofertą sprzedaży domu z osobnym garażem o łącznej powierzchni 266 m , usytuowanego na obszernej, pięknie zagospodarowanej działce...",https://i.st-nieruchomosci-online.pl/8kyf5zc/dom-wolnostojacy-sprzedaz.jpg
"Dom, ul. Modlińska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25561582.html",Białołęka Warszawa,1 850 000 zł,"153,65 m²","12 040,35 zł/m²",część domu,5,234 m²,"Prime elite neiruchomości 0% prowizji od kupującego! wyłącznie U nas! Segment środkowy, do wprowadzenia, usytuowany na działce o powierzchni 234 m2, w bliskiej odległości przystanki...",https://i.st-nieruchomosci-online.pl/88n3n3c/dom-warszawa-sprzedaz.jpg
"Dom z garażem, ul. Włóki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24501060.html",Zawady Warszawa,2 728 000 zł,248 m²,11 000 zł/m²,bliźniak,5,758 m²,": krótko: kępa Oborska, na pograniczu z Zawadami | nowoczesna połowa bliźniaka o powierzchni 250 m2 z możliwością powiększenia do 270 m2 | 3 sypialnie + oranżeria na ostatnim piętrze...",https://i.st-nieruchomosci-online.pl/h567x4c/dom-warszawa-sprzedaz.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25647623.html",Wawer Warszawa,1 875 000 zł,"151,40 m²","12 384,41 zł/m²",bliźniak,4,312 m²,": krótko: dom o powierzchni 151,4 mkw, zlokalizowany w zielonej i spokojnej dzielnicy Wawer, nadwiśle. Przestronny i funkcjonalnie zaprojektowany. : dla kogo? Idealny dla rodziny...",https://i.st-nieruchomosci-online.pl/8kk372c/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-odswiezenia/25658926.html",Wawer Warszawa,1 990 000 zł,220 m²,9 045 zł/m²,dom wolnostojący,7,745 m²,"Atrakcyjny wolnostojący dom w Wawrze na działce o pow. 746 m2 z garażem na 2 auta. Dom funkcjonalny z przemyślanym rozkładem pomieszczeń. Parter: duży salon z kominkiem,38m2...",https://i.st-nieruchomosci-online.pl/8kc45cc/dom-warszawa.jpg
"Dom z garażem, ul. Kombajnistów","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25344117.html",Wawer Warszawa,2 920 000 zł,"421,78 m²","6 923,04 zł/m²",bliźniak,16,820 m²,"Dwa domy bliźniacze położone w dzielnicy Wawer w Warszawie. W najbliższej okolicy znajdują się domy jednorodzinne. W pobliżu jest szkoła, sklep, przychodnia oraz restauracja. Do...",https://i.st-nieruchomosci-online.pl/8gfc51c/dom-warszawa.jpg
"Dom bliźniak, ul. Armii Krajowej","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25148390.html",Wesoła Warszawa,1 150 000 zł,"74,98 m²","15 337,42 zł/m²",bliźniak,4,-,"Na sprzedaż lokal mieszkalny skrajny w zabudowie bliźniaczej o pow. 74,98 m znajdujący się przy ul. Armii Krajowej w Warszawie dzielnicy Wesoła. Nieruchomość składa się...",https://i.st-nieruchomosci-online.pl/8pvtsgc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/21600979.html",Włochy Warszawa,2 400 000 zł,325 m²,"7 384,62 zł/m²",bliźniak,-,450 m²,Do sprzedania bliźniak w atrakcyjnej lokalizacji Starych Włoch. Posiada cztery kondygnacje na każdej z nich duża przestrzeń do własnej aranżacji i łazienka. Wysoki parter to lokal...,https://i.st-nieruchomosci-online.pl/gt9wt2c/dom-warszawa.jpg
"Dom z garażem, ul. Niedźwiedzia","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25516058.html",Służew Warszawa,4 000 000 zł,368 m²,10 870 zł/m²,dom szeregowy,7,430 m²,"Duży komfortowy, zadbany dom 5 minut od metra Służew. Parter salon 26,7m2, pokój 22,7m2, pokój 11,8m2, kuchnia 11,7m2 I piętro 3 sypialnie 12,9, 13,4, 13,6m i łazienka z wanną 5m. II...",https://i.st-nieruchomosci-online.pl/8gmvv7c/dom-warszawa-wynajem.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,wysoki-standard/23172323.html",Białołęka Warszawa,2 980 000 zł,360 m²,"8 277,78 zł/m²",dom wolnostojący,6,1 300 m²,"Białołęka Dąbrówka Szlachecka, okolica eleganckich domów, na dużych działkach. Świetny dojazd do Śródmieścia bez korków ze stacji skm Choszczówka. Duży, wygodny, przestrzenny dom, położony...",https://i.st-nieruchomosci-online.pl/hzw2ktc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/20755161.html",Mokotów Warszawa,14 000 000 zł,"371,55 m²","37 679,99 zł/m²",bliźniak,7,367 m²,"Podstawowe zalety: wyjątkowa willa, kameralna i zielona okolica, cisza. Kameralna willa z 2013 roku, dom gotowy do zamieszkania. Nieruchomość składa się z czterech poziomów:...",https://i.st-nieruchomosci-online.pl/8k6g8nc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/24566288.html",Służew Warszawa,6 000 000 zł,434 m²,"13 824,88 zł/m²",dom wolnostojący,7,873 m²,"Mamy przyjemność zaprezentować Państwu dom położony pośród starodrzewia na mokotowskim Służewiu, 5 min pieszo od stacji metra Służew. Duża powierzchnia domu oraz dogodna lokalizacja sprawiają,...",https://i.st-nieruchomosci-online.pl/8ydhh2c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25519784.html",Wilanów Warszawa,4 450 000 zł,270 m²,"16 481,48 zł/m²",bliźniak,7,340 m²,"Eurovilla prezentuje dom wśród zieleni na Starym Wilanowie, charakteryzujący się nowoczesną bryłą i wysoką jakością wykonania Na dachu znajduje się taras, z którego rozciąga się widok...",https://i.st-nieruchomosci-online.pl/8hrb1rc/dom-warszawa-sprzedaz.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23526667.html",Włochy Warszawa,4 600 000 zł,340 m²,"13 529,41 zł/m²",bliźniak,10,929 m²,"Na sprzedaż Nieruchomość doskonała pod inwestycję - bliźniak o powierzchni 240 m , 10 pokoi. Każdy pokój wynajęty długoterminowo z miesięcznym okresem wypowiedzenia. Wydane...",https://i.st-nieruchomosci-online.pl/hsvdyvc/dom-warszawa.jpg
